y,CDF_x,CDF_y
0.270037,0.006691,0.009460
0.513953,0.006705,0.009480
0.907827,0.006708,0.009500
1.028649,0.006712,0.009520
1.917177,0.006714,0.009540
2.362658,0.006730,0.009560
2.289710,0.006737,0.009580
1.815155,0.006745,0.009600
0.279782,0.006750,0.009620
0.367254,0.006766,0.009640
1.562567,0.006778,0.009660
1.002488,0.006806,0.009680
2.154519,0.006829,0.009700
1.078395,0.006865,0.009720
0.932368,0.006867,0.009740
0.270789,0.006875,0.009760
0.141366,0.006877,0.009780
2.601245,0.006917,0.009800
2.094764,0.006927,0.009820
0.306518,0.006935,0.009840
0.038730,0.006957,0.009860
0.698749,0.006971,0.009880
0.057127,0.006973,0.009900
1.246246,0.006991,0.009920
0.682763,0.007004,0.009940
0.768863,0.007012,0.009960
1.679221,0.007021,0.009980
0.763810,0.007034,0.010000
4.624040,0.007045,0.010020
0.119720,0.007046,0.010040
0.655344,0.007062,0.010060
0.567088,0.007069,0.010080
0.449538,0.007086,0.010100
0.393013,0.007087,0.010120
3.056355,0.007092,0.010140
1.577108,0.007100,0.010160
0.910146,0.007144,0.010180
1.678791,0.007151,0.010200
0.105673,0.007181,0.010220
0.018532,0.007199,0.010240
0.821521,0.007215,0.010260
0.289782,0.007217,0.010280
0.258636,0.007220,0.010300
0.312389,0.007222,0.010320
0.435413,0.007223,0.010340
1.914655,0.007262,0.010360
0.374884,0.007265,0.010380
0.185503,0.007268,0.010400
1.416584,0.007291,0.010420
0.451039,0.007295,0.010440
0.631537,0.007310,0.010460
0.154509,0.007318,0.010480
2.414194,0.007325,0.010500
0.254387,0.007331,0.010520
0.019972,0.007353,0.010540
0.395673,0.007396,0.010560
2.344270,0.007428,0.010580
1.149638,0.007432,0.010600
0.466639,0.007441,0.010620
0.486515,0.007464,0.010640
0.186944,0.007497,0.010660
1.187660,0.007499,0.010680
1.150282,0.007546,0.010700
0.238836,0.007555,0.010720
0.329956,0.007568,0.010740
0.080957,0.007580,0.010760
1.052485,0.007589,0.010780
0.133419,0.007598,0.010800
0.517828,0.007623,0.010820
0.820956,0.007631,0.010840
0.316105,0.007641,0.010860
0.787138,0.007661,0.010880
0.327258,0.007665,0.010900
2.075795,0.007676,0.010920
0.416276,0.007706,0.010940
0.117314,0.007742,0.010960
0.654772,0.007762,0.010980
0.321077,0.007765,0.011000
0.101870,0.007779,0.011020
0.073255,0.007782,0.011040
0.901938,0.007783,0.011060
1.108536,0.007797,0.011080
0.484896,0.007803,0.011100
0.346368,0.007817,0.011120
0.328056,0.007858,0.011140
0.286133,0.007867,0.011160
0.372783,0.007870,0.011180
0.504220,0.007877,0.011200
0.983072,0.007879,0.011220
0.108182,0.007907,0.011240
0.650446,0.007928,0.011260
0.236141,0.007929,0.011280
0.940011,0.007930,0.011300
0.049321,0.007961,0.011320
0.171754,0.007976,0.011340
2.343608,0.007984,0.011360
0.719829,0.008054,0.011380
0.681248,0.008074,0.011400
0.592656,0.008076,0.011420
0.762751,0.008076,0.011440
1.686733,0.008078,0.011460
2.006576,0.008082,0.011480
1.152608,0.008093,0.011500
0.424553,0.008095,0.011520
0.063580,0.008109,0.011540
0.334916,0.008138,0.011560
0.661316,0.008142,0.011580
0.376564,0.008154,0.011600
1.431829,0.008172,0.011620
0.297880,0.008201,0.011640
0.170207,0.008203,0.011660
0.904813,0.008209,0.011680
0.140959,0.008230,0.011700
0.228049,0.008245,0.011720
0.405114,0.008274,0.011740
0.616526,0.008287,0.011760
0.244626,0.008304,0.011780
0.900298,0.008348,0.011800
0.359534,0.008353,0.011820
0.267235,0.008358,0.011840
1.047026,0.008366,0.011860
0.275630,0.008391,0.011880
0.129473,0.008398,0.011900
0.096920,0.008447,0.011920
0.763943,0.008448,0.011940
0.947526,0.008449,0.011960
0.346755,0.008452,0.011980
0.288180,0.008455,0.012000
0.003988,0.008506,0.012020
0.095944,0.008513,0.012040
0.007803,0.008550,0.012060
0.082626,0.008550,0.012080
1.086452,0.008550,0.012100
0.497907,0.008613,0.012120
0.067467,0.008627,0.012140
1.048375,0.008642,0.012160
0.074128,0.008655,0.012180
0.285563,0.008687,0.012200
1.126319,0.008706,0.012220
0.640573,0.008713,0.012240
0.556403,0.008735,0.012260
1.446092,0.008759,0.012280
2.375015,0.008767,0.012300
0.312833,0.008768,0.012320
0.854647,0.008778,0.012340
0.236672,0.008797,0.012360
0.358396,0.008826,0.012380
0.056877,0.008828,0.012400
0.042238,0.008831,0.012420
0.937057,0.008841,0.012440
0.588761,0.008857,0.012460
2.398743,0.008857,0.012480
0.297402,0.008905,0.012500
0.568755,0.008917,0.012520
0.965321,0.008922,0.012540
0.220979,0.008931,0.012560
0.000215,0.008937,0.012580
0.509357,0.008945,0.012600
1.383261,0.008955,0.012620
0.618342,0.008963,0.012640
0.158114,0.008979,0.012660
0.856563,0.008998,0.012680
1.544244,0.009001,0.012700
1.210519,0.009026,0.012720
0.383905,0.009063,0.012740
0.576938,0.009073,0.012760
0.206854,0.009077,0.012780
2.566379,0.009085,0.012800
0.234524,0.009095,0.012820
0.006404,0.009120,0.012840
0.862763,0.009122,0.012860
0.230558,0.009144,0.012880
1.124348,0.009160,0.012900
0.877656,0.009163,0.012920
0.652824,0.009169,0.012940
0.621511,0.009169,0.012960
1.606594,0.009178,0.012980
0.167921,0.009188,0.013000
0.593176,0.009212,0.013020
0.955344,0.009225,0.013040
0.249452,0.009261,0.013060
1.668481,0.009286,0.013080
2.674455,0.009288,0.013100
0.428883,0.009297,0.013120
0.318136,0.009305,0.013140
0.542722,0.009316,0.013160
0.786628,0.009324,0.013180
0.094703,0.009343,0.013200
0.483676,0.009348,0.013220
1.088276,0.009355,0.013240
0.073263,0.009364,0.013260
0.221449,0.009375,0.013280
0.098841,0.009381,0.013300
0.533200,0.009396,0.013320
0.238475,0.009407,0.013340
1.201194,0.009427,0.013360
0.336660,0.009497,0.013380
0.489166,0.009498,0.013400
1.288158,0.009504,0.013420
0.184487,0.009517,0.013440
0.076899,0.009529,0.013460
0.061013,0.009529,0.013480
0.969689,0.009548,0.013500
0.124501,0.009551,0.013520
0.609634,0.009564,0.013540
0.384317,0.009565,0.013560
0.319262,0.009609,0.013580
0.380917,0.009609,0.013600
0.345655,0.009624,0.013620
0.412908,0.009635,0.013640
0.307754,0.009640,0.013660
0.152048,0.009648,0.013680
0.033005,0.009650,0.013700
0.016230,0.009666,0.013720
0.070731,0.009699,0.013740
0.906045,0.009733,0.013760
0.270882,0.009758,0.013780
0.468325,0.009774,0.013800
2.278296,0.009780,0.013820
0.166061,0.009809,0.013840
1.321764,0.009816,0.013860
0.902092,0.009837,0.013880
0.486464,0.009861,0.013900
0.264990,0.009882,0.013920
0.863034,0.009884,0.013940
0.992037,0.009894,0.013960
0.405181,0.009894,0.013980
0.902291,0.009905,0.014000
0.583262,0.009919,0.014020
0.016451,0.009936,0.014040
1.204206,0.009938,0.014060
0.768511,0.009943,0.014080
0.554099,0.009974,0.014100
1.096138,0.010010,0.014120
0.031577,0.010012,0.014140
0.074688,0.010037,0.014160
0.840874,0.010041,0.014180
0.246543,0.010057,0.014200
0.329580,0.010072,0.014220
0.190972,0.010075,0.014240
1.820623,0.010095,0.014260
0.377226,0.010131,0.014280
0.291956,0.010134,0.014300
0.630500,0.010140,0.014320
0.589339,0.010141,0.014340
0.093786,0.010152,0.014360
1.493816,0.010154,0.014380
0.572838,0.010165,0.014400
0.222999,0.010173,0.014420
0.107991,0.010177,0.014440
0.236859,0.010189,0.014460
0.166714,0.010193,0.014480
0.463412,0.010234,0.014500
0.221718,0.010236,0.014520
0.452351,0.010250,0.014540
0.051007,0.010279,0.014560
3.398197,0.010296,0.014580
0.559675,0.010299,0.014600
1.122607,0.010304,0.014620
1.180632,0.010312,0.014640
0.173095,0.010328,0.014660
0.023123,0.010365,0.014680
0.673408,0.010373,0.014700
0.237296,0.010374,0.014720
0.203726,0.010384,0.014740
1.590995,0.010395,0.014760
0.315809,0.010398,0.014780
0.066190,0.010413,0.014800
1.049411,0.010419,0.014820
0.357880,0.010427,0.014840
0.940644,0.010433,0.014860
1.166838,0.010442,0.014880
0.245658,0.010452,0.014900
0.555917,0.010452,0.014920
0.281390,0.010482,0.014940
1.170968,0.010507,0.014960
0.567332,0.010539,0.014980
0.553440,0.010551,0.015000
0.964588,0.010570,0.015020
0.725765,0.010597,0.015040
1.359937,0.010604,0.015060
0.897592,0.010609,0.015080
0.071630,0.010614,0.015100
2.000735,0.010639,0.015120
0.852616,0.010643,0.015140
0.094263,0.010647,0.015160
0.295297,0.010657,0.015180
0.185936,0.010675,0.015200
0.025710,0.010702,0.015220
0.086608,0.010718,0.015240
0.019930,0.010742,0.015260
0.008550,0.010757,0.015280
1.486411,0.010792,0.015300
0.940922,0.010796,0.015320
0.097387,0.010808,0.015340
2.369644,0.010821,0.015360
0.322860,0.010854,0.015380
0.694344,0.010905,0.015400
0.214305,0.010907,0.015420
0.211458,0.010913,0.015440
0.220184,0.010918,0.015460
0.599228,0.010929,0.015480
0.510405,0.010930,0.015500
0.272869,0.010933,0.015520
0.351856,0.010950,0.015540
0.247050,0.010962,0.015560
0.279394,0.010976,0.015580
0.271627,0.010984,0.015600
2.607138,0.011004,0.015620
1.623191,0.011063,0.015640
0.564127,0.011100,0.015660
0.582693,0.011102,0.015680
0.245717,0.011116,0.015700
0.026704,0.011125,0.015720
0.452254,0.011134,0.015740
0.301397,0.011135,0.015760
0.685058,0.011145,0.015780
0.943746,0.011159,0.015800
0.336615,0.011179,0.015820
2.018339,0.011196,0.015840
0.021854,0.011200,0.015860
0.682276,0.011206,0.015880
2.079921,0.011235,0.015900
1.239563,0.011257,0.015920
0.412886,0.011257,0.015940
0.726033,0.011266,0.015960
0.738361,0.011267,0.015980
0.428961,0.011276,0.016000
0.765036,0.011281,0.016020
1.058248,0.011294,0.016040
2.104352,0.011312,0.016060
1.638276,0.011340,0.016080
0.415716,0.011355,0.016100
0.390740,0.011375,0.016120
0.887902,0.011382,0.016140
0.274615,0.011383,0.016160
0.152061,0.011395,0.016180
0.090705,0.011463,0.016200
0.540385,0.011474,0.016220
0.198644,0.011481,0.016240
0.077056,0.011523,0.016260
0.021621,0.011588,0.016280
0.649577,0.011596,0.016300
1.088470,0.011614,0.016320
0.334799,0.011650,0.016340
0.264298,0.011658,0.016360
0.229302,0.011661,0.016380
0.544862,0.011678,0.016400
0.155723,0.011756,0.016420
0.333408,0.011765,0.016440
1.240171,0.011771,0.016460
0.809776,0.011783,0.016480
0.173989,0.011793,0.016500
0.282410,0.011806,0.016520
0.703196,0.011811,0.016540
0.487557,0.011814,0.016560
0.109854,0.011823,0.016580
0.454546,0.011825,0.016600
0.016003,0.011841,0.016620
0.428298,0.011846,0.016640
0.454239,0.011851,0.016660
0.682308,0.011855,0.016680
0.283484,0.011860,0.016700
0.385649,0.011868,0.016720
0.399642,0.011876,0.016740
0.271343,0.011897,0.016760
0.258884,0.011911,0.016780
1.014890,0.011917,0.016800
0.876415,0.011933,0.016820
0.457986,0.011941,0.016840
0.333082,0.011974,0.016860
0.298763,0.012012,0.016880
0.594512,0.012015,0.016900
0.029873,0.012019,0.016920
0.765581,0.012034,0.016940
0.779475,0.012048,0.016960
0.466348,0.012049,0.016980
0.339390,0.012094,0.017000
0.013723,0.012094,0.017020
0.984719,0.012118,0.017040
0.143984,0.012123,0.017060
0.027849,0.012125,0.017080
1.475790,0.012150,0.017100
0.333804,0.012151,0.017120
2.160906,0.012162,0.017140
0.426213,0.012163,0.017160
0.317079,0.012186,0.017180
1.367117,0.012203,0.017200
0.471073,0.012209,0.017220
0.194229,0.012219,0.017240
0.384223,0.012247,0.017260
0.497166,0.012266,0.017280
0.875449,0.012269,0.017300
2.812247,0.012277,0.017320
0.045803,0.012302,0.017340
0.345291,0.012306,0.017360
0.132416,0.012328,0.017380
0.338832,0.012341,0.017400
0.155451,0.012349,0.017420
0.006264,0.012355,0.017440
0.079391,0.012359,0.017460
1.628082,0.012388,0.017480
0.421739,0.012436,0.017500
0.034607,0.012491,0.017520
0.319080,0.012493,0.017540
0.271929,0.012512,0.017560
2.299302,0.012536,0.017580
0.446551,0.012551,0.017600
0.586624,0.012565,0.017620
0.554812,0.012569,0.017640
1.581755,0.012571,0.017660
0.320548,0.012572,0.017680
0.150527,0.012573,0.017700
0.417118,0.012584,0.017720
0.754779,0.012589,0.017740
0.247317,0.012661,0.017760
0.671199,0.012694,0.017780
0.213270,0.012716,0.017800
0.611872,0.012719,0.017820
0.316315,0.012725,0.017840
0.337996,0.012736,0.017860
0.155825,0.012738,0.017880
0.620267,0.012744,0.017900
0.052555,0.012760,0.017920
1.437976,0.012778,0.017940
0.106699,0.012791,0.017960
0.392815,0.012798,0.017980
0.472475,0.012810,0.018000
0.360805,0.012813,0.018020
0.509522,0.012853,0.018040
0.203735,0.012868,0.018060
0.929153,0.012869,0.018080
0.524029,0.012881,0.018100
1.444481,0.012902,0.018120
0.607709,0.012915,0.018140
0.310027,0.012928,0.018160
0.967713,0.012978,0.018180
0.543946,0.012982,0.018200
0.106971,0.012984,0.018220
0.279810,0.013035,0.018240
0.124821,0.013040,0.018260
0.702691,0.013040,0.018280
1.410923,0.013063,0.018300
1.584421,0.013075,0.018320
0.723558,0.013119,0.018340
0.146658,0.013121,0.018360
0.238351,0.013155,0.018380
0.091460,0.013170,0.018400
0.892470,0.013180,0.018420
0.011650,0.013207,0.018440
2.829752,0.013242,0.018460
0.111784,0.013246,0.018480
0.016728,0.013250,0.018500
1.513082,0.013254,0.018520
0.744206,0.013255,0.018540
0.412750,0.013289,0.018560
0.015450,0.013305,0.018580
2.191050,0.013307,0.018600
0.480751,0.013313,0.018620
